iter	Passed	Remaining
690	25646	11468
691	25685	11432
692	25725	11396
693	25756	11356
694	25799	11322
695	25838	11285
696	25881	11251
697	25917	11213
698	25960	11178
699	25999	11142
700	26037	11105
701	26086	11073
702	26133	11040
703	26171	11003
704	26206	10966
705	26240	10927
706	26270	10887
707	26307	10849
708	26345	10813
709	26380	10775
710	26418	10738
711	26460	10703
712	26497	10665
713	26536	10629
714	26583	10596
715	26631	10563
716	26668	10526
717	26709	10490
718	26752	10455
719	26792	10419
720	26833	10383
721	26882	10350
722	26932	10318
723	26975	10283
724	27013	10246
725	27055	10210
726	27091	10173
727	27133	10137
728	27174	10101
729	27213	10065
730	27258	10030
731	27302	9995
732	27346	9961
733	27388	9925
734	27430	9889
735	27467	9852
736	27503	9814
737	27544	9778
738	27583	9741
739	27623	9705
740	27662	9668
741	27699	9631
742	27739	9595
743	27778	9558
744	27821	9522
745	27864	9487
746	27907	9451
747	27948	9415
748	27987	9378
749	28027	9342
750	28065	9305
751	28105	9268
752	28144	9232
753	28185	9195
754	28226	9159
755	28267	9123
756	28307	9086
757	28352	9051
758	28391	9014
759	28434	8979
760	28469	8941
761	28507	8903
762	28544	8866
763	28587	8830
764	28627	8794
765	28667	8757
766	28698	8718
767	28735	8680
768	28766	8641
769	28797	8601
770	28836	8564
771	28878	8528
772	28923	8493
773	28965	8457
774	29007	8421
775	29047	8384
776	29087	8348
777	29124	8310
778	29163	8273
779	29201	8236
780	29243	8200
781	29281	8162
782	29320	8125
783	29360	8089
784	29396	8051
785	29436	8014
786	29469	7975
787	29509	7939
788	29549	7902
789	29591	7866
790	29630	7829
791	29672	7792
792	29712	7755
793	29753	7719
794	29788	7681
795	29830	7644
796	29871	7608
797	29917	7573
798	29959	7536
799	29997	7499
800	30030	7460
801	30083	7427
802	30130	7391
803	30176	7356
804	30215	7319
805	30255	7282
806	30295	7245
807	30336	7208
808	30372	7170
809	30412	7133
810	30449	7096
811	30488	7058
812	30527	7021
813	30579	6987
814	30624	6951
815	30663	6914
816	30708	6878
817	30750	6841
818	30794	6805
819	30843	6770
820	30892	6735
821	30934	6698
822	30979	6662
823	31017	6625
824	31059	6588
825	31100	6551
826	31142	6514
827	31186	6478
828	31228	6441
829	31272	6405
830	31310	6367
831	31353	6331
832	31392	6293
833	31440	6257
834	31480	6220
835	31521	6183
836	31561	6146
837	31601	6109
838	31642	6071
839	31679	6034
840	31716	5996
841	31757	5959
842	31799	5922
843	31841	5885
844	31884	5848
845	31923	5811
846	31963	5773
847	32005	5736
848	32046	5699
849	32085	5662
850	32126	5625
851	32165	5587
852	32206	5550
853	32246	5512
854	32288	5475
855	32327	5438
856	32368	5401
857	32408	5363
858	32449	5326
859	32490	5289
860	32532	5252
861	32575	5215
862	32619	5178
863	32661	5141
864	32701	5103
865	32739	5065
866	32782	5028
867	32819	4990
868	32857	4953
869	32903	4916
870	32946	4879
871	32990	4842
872	33041	4806
873	33084	4769
874	33133	4733
875	33181	4696
876	33233	4661
877	33278	4624
878	33322	4587
879	33361	4549
880	33402	4511
881	33444	4474
882	33490	4437
883	33519	4398
884	33559	4360
885	33601	4323
886	33640	4285
887	33672	4246
888	33712	4209
889	33745	4170
890	33785	4133
891	33825	4095
892	33883	4059
893	33945	4024
894	33988	3987
895	34036	3950
896	34084	3913
897	34121	3875
898	34166	3838
899	34218	3802
900	34271	3765
901	34337	3730
902	34402	3695
903	34459	3659
904	34509	3622
905	34559	3585
906	34609	3548
907	34657	3511
908	34709	3474
909	34752	3437
910	34800	3399
911	34859	3363
912	34913	3326
913	34965	3289
914	35015	3252
915	35061	3215
916	35106	3177
917	35149	3139
918	35192	3101
919	35241	3064
920	35287	3026
921	35332	2989
922	35378	2951
923	35421	2913
924	35475	2876
925	35533	2839
926	35596	2803
927	35649	2765
928	35699	2728
929	35748	2690
930	35795	2652
931	35859	2616
932	35913	2579
933	35958	2540
934	36000	2502
935	36041	2464
936	36085	2426
937	36126	2387
938	36170	2349
939	36210	2311
940	36258	2273
941	36304	2235
942	36349	2197
943	36391	2158
944	36442	2120
945	36487	2082
946	36534	2044
947	36584	2006
948	36633	1968
949	36684	1930
950	36728	1892
951	36777	1854
952	36831	1816
953	36875	1778
954	36918	1739
955	36961	1701
956	37003	1662
957	37046	1624
958	37088	1585
959	37134	1547
960	37179	1508
961	37223	1470
962	37273	1432
963	37323	1393
964	37367	1355
965	37407	1316
966	37450	1278
967	37497	1239
968	37541	1201
969	37584	1162
970	37625	1123
971	37670	1085
972	37713	1046
973	37761	1008
974	37806	969
975	37852	930
976	37892	892
977	37933	853
978	37979	814
979	38019	775
980	38062	737
981	38108	698
982	38152	659
983	38196	621
984	38265	582
985	38335	544
986	38374	505
987	38414	466
988	38459	427
989	38501	388
990	38534	349
991	38581	311
992	38624	272
993	38666	233
994	38708	194
995	38747	155
996	38800	116
997	38849	77
998	38890	38
999	38928	0
