iter	RMSE
535	195632.1237
536	195631.0295
537	195604.9801
538	195597.0923
539	195596.642
540	195455.5702
541	195327.1908
542	194989.474
543	194981.6905
544	194965.4485
545	194965.0636
546	194956.2243
547	194947.9872
548	194933.2541
549	194816.8844
550	194816.5369
551	194710.652
552	194710.3325
553	194656.8095
554	194648.3102
555	194648.017
556	194645.3618
557	194636.9197
558	194539.9566
559	194538.0365
560	194537.7641
561	194488.921
562	194483.4778
563	194473.3
564	194177.6378
565	194089.1584
566	194088.9405
567	194064.0624
568	194055.3087
569	194053.816
570	194052.0603
571	194045.9201
572	194036.857
573	194036.657
574	193728.8467
575	193724.6806
576	193338.2786
577	193336.7426
578	193331.3144
579	193331.121
580	193317.3714
581	193314.0159
582	192959.6332
583	192954.148
584	192910.6219
585	192901.1321
586	192899.8023
587	192898.0009
588	192776.0619
589	192767.3205
590	192762.3582
591	192758.4127
592	192746.2063
593	192740.1887
594	192093.0739
595	192071.112
596	192070.9767
597	192065.4044
598	192040.8462
599	192040.7201
600	192035.4551
601	192029.816
602	192007.4867
603	191824.2976
604	191106.9639
605	191098.9796
606	191098.8617
607	191098.7499
608	190430.3434
609	190376.1485
610	190373.2539
611	190155.1214
612	190152.9622
613	190152.8486
614	190117.7592
615	190112.3152
616	189504.964
617	189502.6794
618	189492.6569
619	189487.2346
620	188921.803
621	188747.8688
622	188728.656
623	188723.3428
624	188718.0746
625	188715.3493
626	188710.6738
627	188708.2068
628	188548.0767
629	188545.7763
630	188543.5294
631	186273.12
632	186253.7294
633	186252.733
634	186250.7183
635	186241.0102
636	186239.1564
637	186225.8594
638	185594.935
639	185454.449
640	185449.6078
641	185185.6031
642	184953.0317
643	184949.7717
644	183186.4547
645	183185.8881
646	183162.3501
647	183064.9737
648	183064.0712
649	183062.4376
650	183054.3947
651	183052.942
652	183051.6243
653	183044.9516
654	183043.9819
655	183037.3247
656	183029.0122
657	183023.1254
658	181945.7201
659	181944.3498
660	181374.1123
661	179684.1295
662	179677.3326
663	179662.8025
664	179659.147
665	179654.235
666	179648.5192
667	179051.3605
668	179051.0092
669	179045.8547
670	179042.6906
671	179040.8624
672	178820.9238
673	178819.8731
674	178809.7181
675	178802.344
676	178785.7905
677	178783.9201
678	178782.3006
679	178780.8347
680	178759.5412
681	178754.7705
682	178748.9254
683	178747.5776
684	178742.8161
685	178728.3018
686	178727.1547
687	178715.3337
688	178194.0518
689	178118.9412
690	177634.2927
691	177630.0797
692	177616.4499
693	177604.6939
694	177598.2453
695	177596.5632
696	177591.4776
697	177590.8649
698	177586.8797
699	177136.7873
700	176800.2403
701	176714.4565
702	176710.2556
703	176709.7706
704	176674.0727
705	176261.0728
706	175877.6242
707	175807.204
708	175782.3308
709	175779.8913
710	175776.796
711	175775.2241
712	175717.7358
713	175716.2758
714	175715.0737
715	175700.155
716	175684.7951
717	174793.146
718	174791.7044
719	174783.3541
720	174779.6255
721	174668.5636
722	174666.0067
723	174662.1666
724	174612.6638
725	174608.5222
726	174306.3607
727	174304.7411
728	174297.0203
729	174293.0672
730	174245.681
731	174224.5261
732	174223.0946
733	174218.963
734	174208.3654
735	174201.2792
736	174196.3472
737	174191.3997
738	174180.6837
739	174179.3545
740	174147.6184
741	174102.1397
742	174096.8109
743	173988.0702
744	173986.8649
745	173887.9527
746	173884.7399
747	173881.2204
748	173838.963
749	173837.7117
750	173719.6824
751	173710.4255
752	173703.6112
753	173699.0555
754	173687.9703
755	173686.8057
756	173676.317
757	173646.6065
758	173643.3852
759	173642.3971
760	173552.5693
761	173550.1864
762	173522.5066
763	173521.3879
764	173489.3382
765	173488.2803
766	173487.2811
767	173437.4682
768	173436.4799
769	173435.5446
770	173388.5651
771	173353.0692
772	173347.1898
773	173346.2955
774	173344.3535
775	172789.1458
776	172785.7945
777	172744.424
778	172644.1413
779	172634.9625
780	172633.9721
781	172632.7282
782	172627.2231
783	172625.3128
784	172622.2256
785	172612.0433
786	172606.7747
787	172599.1311
788	172594.6482
789	172594.1539
790	172592.8066
791	172588.5364
792	172585.3778
793	172555.0849
794	172554.3726
795	172524.362
796	172519.4048
797	172446.0107
798	172443.6078
799	172413.91
800	172376.5216
801	172371.1433
802	172370.3452
803	172012.3119
804	171931.6588
805	171930.8191
806	171892.8023
807	171889.0853
808	171885.5361
809	171885.0699
810	171884.5246
811	171880.9062
812	171853.8004
813	171853.0057
814	171848.1628
815	171500.1861
816	171499.4398
817	171497.1612
818	171495.6512
819	171493.0181
820	171490.6342
821	171465.6077
822	171229.1534
823	171228.8116
824	171204.2959
825	171203.7672
826	171187.4109
827	171182.0935
828	170996.1897
829	170829.4311
830	170825.7583
831	170795.6067
832	170795.0991
833	170782.0239
834	170781.5127
835	170699.6642
836	170694.5674
837	170689.7901
838	170662.3558
839	170631.6282
840	170631.174
841	170627.2668
842	170623.711
843	170623.08
844	170619.1617
845	170618.8221
846	170608.3764
847	170607.7124
848	170605.5898
849	170576.0016
850	170423.2584
851	170334.4772
852	170333.8432
853	170267.6801
854	169705.9198
855	169696.3469
856	169694.8475
857	169694.2643
858	169689.4387
859	169685.8698
860	169682.6032
861	169594.9119
862	169564.76
863	169551.0116
864	169543.3622
865	169543.2386
866	169538.9956
867	169538.6554
868	169538.2248
869	169517.9495
870	169515.7315
871	169515.2995
872	169514.736
873	169500.4641
874	169493.3937
875	169482.7543
876	169479.5868
877	169476.2753
878	169474.881
879	169471.3441
880	169463.6218
881	169463.0974
882	169461.8543
883	169461.4509
884	169444.3812
885	169441.4151
886	169429.0508
887	169413.1917
888	169411.0137
889	169410.0742
890	169317.8318
891	169316.9639
892	169299.9975
893	169257.3322
894	169256.5723
895	169241.4913
896	169234.7036
897	169234.0022
898	169149.8653
899	169146.6949
900	169135.8047
901	169131.9989
902	169128.7604
903	169124.5367
904	167620.8126
905	167619.4691
906	167613.594
907	167518.7114
908	167516.0042
909	167503.3435
910	167475.323
911	167473.2789
912	167469.3191
913	167468.6532
914	167465.9077
915	167459.5555
916	167451.9705
917	167448.6769
918	167447.2098
919	167445.3298
920	167420.7798
921	167406.7723
922	167382.6621
923	167378.6812
924	167376.7058
925	167376.1904
926	167363.4261
927	167363.0549
928	167362.4332
929	167353.7556
930	167333.3663
931	167301.569
932	167297.6745
933	167286.6772
934	167285.6944
935	167285.4217
936	167278.3979
937	167277.1989
938	167276.5944
939	167236.925
940	167233.1534
941	167158.1521
942	167156.1372
943	166929.206
944	166925.6701
945	166873.6498
946	166872.8479
947	166869.9782
948	166869.1884
949	166863.1729
950	166854.8388
951	166851.2651
952	166591.2467
953	166590.8387
954	166584.0791
955	166583.4424
956	166580.5811
957	166578.8283
958	166578.2781
959	166577.927
960	166574.3789
961	166573.6488
962	166561.9587
963	166560.1684
964	166557.3227
965	166556.7056
966	166538.7711
967	166537.8946
968	166528.212
969	166525.3311
970	166522.3816
971	166521.1287
972	166262.4033
973	166261.6756
974	166259.3308
975	166255.6152
976	166254.1306
977	166252.4993
978	166251.7114
979	166250.9936
980	166245.4595
981	166177.0667
982	166166.8151
983	166155.3005
984	165516.9081
985	165515.3218
986	165514.2177
987	165505.5058
988	165504.7026
989	165464.9533
990	165464.5319
991	165462.1809
992	165460.3189
993	165458.2513
994	165457.9339
995	165452.0242
996	165448.4992
997	165446.9536
998	165446.5218
999	165446.2055
