iter	Passed	Remaining
234	26435	198550
235	26487	197985
236	26616	197994
237	26750	198046
238	26803	197492
239	26914	197375
240	27042	197376
241	27163	197327
242	27302	197408
243	27387	197103
244	27508	197050
245	27637	197058
246	27769	197086
247	27822	196555
248	27922	196353
249	28040	196280
250	28160	196227
251	28304	196336
252	28435	196349
253	28563	196343
254	28663	196145
255	28800	196201
256	28867	195782
257	28952	195484
258	29073	195431
259	29214	195513
260	29343	195513
261	29476	195533
262	29540	195102
263	29596	194617
264	29722	194597
265	29856	194631
266	29910	194140
267	30024	194042
268	30165	194115
269	30202	193517
270	30302	193335
271	30427	193307
272	30548	193251
273	30672	193211
274	30803	193221
275	30940	193264
276	30992	192783
277	31108	192692
278	31222	192596
279	31355	192610
280	31444	192356
281	31555	192242
282	31693	192288
283	31815	192238
284	31935	192171
285	32055	192107
286	32169	192009
287	32283	191906
288	32372	191658
289	32480	191524
290	32612	191525
291	32743	191529
292	32877	191543
293	33008	191536
294	33098	191300
295	33220	191239
296	33286	190864
297	33405	190791
298	33515	190666
299	33647	190667
300	33769	190610
301	33846	190301
302	33942	190102
303	34073	190092
304	34211	190128
305	34243	189568
306	34343	189393
307	34469	189356
308	34589	189289
309	34628	188782
310	34751	188732
311	34886	188742
312	35025	188777
313	35134	188650
314	35249	188556
315	35373	188511
316	35508	188520
317	35621	188411
318	35745	188362
319	35873	188333
320	35916	187860
321	36034	187783
322	36160	187742
323	36287	187710
324	36427	187743
325	36545	187658
326	36656	187540
327	36804	187614
328	36934	187590
329	37066	187576
330	37090	187019
331	37205	186926
332	37265	186549
333	37385	186477
334	37560	186682
335	37692	186666
336	37829	186680
337	37965	186682
338	38093	186647
339	38232	186664
340	38396	186801
341	38521	186751
342	38650	186715
343	38776	186667
344	38916	186685
345	39052	186683
346	39177	186628
347	39312	186622
348	39439	186574
349	39462	186035
350	39570	185903
351	39686	185804
352	39817	185779
353	39943	185724
354	40059	185626
355	40176	185533
356	40312	185528
357	40444	185502
358	40553	185369
359	40696	185395
360	40767	185093
361	40798	184608
362	40903	184462
363	41042	184463
364	41163	184387
365	41311	184434
366	41447	184425
367	41589	184438
368	41727	184439
369	41853	184382
370	41916	184049
371	42034	183958
372	42153	183871
373	42302	183912
374	42412	183787
375	42536	183723
376	42626	183506
377	42825	183763
378	42962	183753
379	42994	183293
380	43116	183216
381	43157	182799
382	43271	182689
383	43395	182624
384	43515	182540
385	43564	182159
386	43674	182031
387	43784	181908
388	43914	181867
389	44029	181764
390	44145	181663
391	44276	181624
392	44404	181573
393	44459	181224
394	44593	181197
395	44719	181137
396	44849	181092
397	44966	180997
398	45087	180915
399	45219	180877
400	45349	180830
401	45482	180797
402	45623	180795
403	45752	180743
404	45793	180346
405	45905	180228
406	46036	180187
407	46177	180183
408	46324	180201
409	46418	180012
410	46548	179964
411	46655	179826
412	46786	179783
413	46923	179760
414	47047	179687
415	47143	179508
416	47288	179513
417	47417	179459
418	47563	179470
419	47702	179452
420	47825	179375
421	47982	179421
422	48112	179369
423	48220	179233
424	48286	178944
425	48411	178873
426	48523	178754
427	48660	178723
428	48805	178725
429	48934	178667
430	49053	178573
431	49176	178492
432	49305	178435
433	49331	178000
434	49396	177714
435	49505	177584
436	49618	177468
437	49754	177436
438	49888	177394
439	50021	177347
440	50160	177323
441	50312	177344
442	50353	176977
443	50376	176545
444	50431	176227
445	50558	176160
446	50679	176074
447	50835	176107
448	50903	175838
449	51016	175722
450	51148	175675
451	51286	175646
452	51410	175567
453	51530	175474
454	51673	175463
455	51765	175277
456	51879	175163
457	52001	175080
458	52139	175046
459	52255	174941
460	52378	174859
461	52449	174603
462	52571	174519
463	52683	174401
464	52831	174399
465	52966	174355
466	53101	174314
467	53156	174007
468	53276	173914
469	53414	173881
470	53556	173859
471	53672	173754
472	53816	173736
473	53950	173689
474	54067	173583
475	54235	173643
476	54382	173634
477	54542	173668
478	54660	173568
479	54826	173615
480	54953	173542
481	55089	173498
482	55116	173110
483	55233	173003
484	55378	172987
485	55523	172967
486	55655	172910
487	55821	172955
488	55965	172933
489	56124	172955
490	56240	172844
491	56399	172867
492	56532	172808
493	56675	172780
494	56826	172775
495	56977	172770
496	57113	172718
497	57239	172637
498	57384	172613
499	57532	172597
500	57660	172522
501	57793	172458
502	57928	172403
503	58047	172299
504	58162	172185
505	58288	172101
506	58522	172335
507	58551	171967
508	58572	171574
509	58650	171351
510	58714	171086
511	58842	171011
512	58973	170941
513	59119	170918
514	59243	170827
515	59376	170766
516	59518	170727
517	59669	170715
518	59704	170370
519	59781	170147
520	59895	170030
521	60016	169932
522	60164	169908
523	60308	169877
524	60433	169788
525	60564	169719
526	60687	169626
527	60841	169617
528	60980	169570
529	61109	169493
530	61246	169437
531	61374	169357
532	61513	169306
533	61544	168960
534	61658	168839
535	61798	168792
536	61949	168773
537	62079	168700
538	62206	168614
539	62345	168564
540	62376	168220
541	62397	167850
542	62525	167772
543	62648	167676
544	62669	167309
545	62722	167029
546	62859	166974
547	62910	166689
548	63035	166603
549	63176	166557
550	63291	166441
551	63409	166335
552	63522	166214
553	63659	166158
554	63762	166012
555	63878	165899
556	63991	165780
557	64137	165746
558	64278	165698
559	64404	165610
560	64529	165523
561	64643	165403
562	64772	165325
563	64885	165204
564	65002	165093
565	65124	164997
566	65243	164893
567	65289	164602
568	65409	164500
569	65523	164382
570	65668	164344
571	65774	164206
572	65904	164129
573	66036	164056
574	66168	163981
575	66304	163919
576	66423	163815
577	66552	163733
578	66671	163627
579	66806	163560
580	66924	163452
581	67052	163367
582	67193	163315
583	67303	163188
584	67355	162918
585	67478	162822
586	67617	162765
587	67741	162670
588	67866	162578
589	67994	162494
590	68127	162422
591	68260	162349
592	68322	162107
593	68441	162000
594	68556	161885
595	68689	161812
596	68797	161680
597	68916	161572
598	69035	161467
599	69159	161372
600	69277	161263
601	69410	161190
602	69548	161126
603	69683	161055
604	69819	160988
605	69959	160931
606	70110	160896
607	70232	160794
608	70365	160720
609	70477	160595
610	70617	160537
611	70724	160400
612	70782	160155
613	70898	160041
614	71024	159948
615	71168	159897
616	71314	159850
617	71345	159547
618	71460	159430
619	71490	159123
620	71596	158987
621	71723	158898
622	71827	158757
623	71946	158651
624	72064	158540
625	72183	158435
626	72287	158294
627	72334	158030
628	72450	157916
629	72576	157824
630	72614	157542
631	72732	157432
632	72848	157321
633	72976	157234
634	73099	157134
635	73225	157043
636	73368	156988
637	73435	156770
638	73556	156667
639	73678	156566
640	73805	156477
641	73935	156394
642	73986	156142
643	74104	156034
644	74203	155885
645	74325	155785
646	74451	155691
647	74492	155421
648	74530	155146
649	74647	155037
650	74776	154950
651	74890	154834
652	74919	154543
653	74950	154255
654	75088	154189
655	75142	153949
656	75261	153844
657	75389	153757
658	75498	153631
659	75633	153559
660	75671	153289
661	75793	153189
662	75929	153117
663	76072	153061
664	76191	152956
665	76318	152866
666	76440	152765
667	76561	152663
668	76687	152572
669	76808	152470
670	76929	152368
671	76993	152153
672	77121	152065
673	77237	151954
674	77403	151940
675	77515	151820
676	77574	151596
677	77672	151449
678	77714	151193
679	77813	151048
680	77953	150984
681	78077	150888
682	78189	150769
683	78305	150658
684	78370	150448
685	78484	150333
686	78521	150070
687	78594	149878
688	78701	149750
689	78818	149641
690	78941	149543
691	79092	149499
692	79136	149252
693	79214	149068
694	79259	148824
695	79321	148614
696	79408	148448
697	79444	148190
698	79568	148095
699	79682	147981
700	79718	147723
701	79829	147605
702	79968	147538
703	80110	147475
704	80191	147301
705	80234	147058
706	80296	146851
707	80383	146689
708	80517	146612
709	80639	146514
710	80702	146308
711	80757	146090
712	80892	146014
713	81012	145912
714	81137	145820
715	81244	145694
716	81329	145530
717	81444	145419
718	81558	145307
719	81665	145183
720	81782	145076
721	81900	144970
722	82021	144870
723	82089	144676
724	82189	144539
725	82290	144404
726	82407	144298
727	82521	144186
728	82637	144077
729	82702	143880
730	82770	143687
731	82881	143570
732	82988	143445
733	83107	143342
734	83231	143248
735	83280	143025
736	83398	142920
737	83461	142721
738	83534	142540
739	83643	142419
740	83764	142320
741	83877	142207
742	84010	142128
743	84127	142021
744	84250	141924
745	84298	141702
746	84418	141601
747	84527	141481
748	84660	141401
749	84698	141163
750	84776	140993
751	84820	140765
752	84947	140676
753	85091	140616
754	85200	140495
755	85234	140253
756	85286	140041
757	85394	139920
758	85515	139821
759	85552	139585
760	85648	139445
761	85761	139334
762	85879	139231
763	86011	139148
764	86142	139067
765	86247	138942
766	86352	138817
767	86462	138699
768	86570	138580
769	86607	138347
770	86635	138100
771	86748	137989
772	86863	137880
773	86903	137653
774	87013	137536
775	87135	137439
776	87259	137346
777	87381	137250
778	87502	137151
779	87606	137026
780	87706	136893
781	87767	136702
782	87874	136580
783	87916	136360
784	87949	136125
785	88018	135947
786	88122	135823
787	88232	135707
788	88293	135517
789	88394	135388
790	88513	135288
791	88627	135179
792	88738	135065
793	88879	134998
794	88926	134788
795	89013	134639
796	89059	134426
797	89157	134295
798	89259	134168
799	89378	134067
800	89492	133959
801	89529	133736
802	89629	133606
803	89664	133382
804	89692	133146
805	89720	132911
806	89831	132799
807	89869	132580
808	89976	132462
809	90042	132284
810	90146	132162
811	90185	131945
812	90228	131735
813	90341	131627
814	90449	131512
815	90577	131426
816	90701	131334
817	90740	131119
818	90769	130890
819	90883	130782
820	91007	130691
821	91119	130582
822	91154	130363
823	91191	130147
824	91222	129923
825	91321	129795
826	91400	129640
827	91443	129434
828	91551	129320
829	91599	129122
830	91641	128915
831	91671	128692
832	91782	128584
833	91919	128510
834	92043	128420
835	92083	128211
836	92174	128075
837	92223	127880
838	92333	127770
839	92379	127571
840	92480	127449
841	92579	127324
842	92615	127112
843	92646	126894
844	92684	126687
845	92801	126587
846	92914	126482
847	92962	126289
848	92994	126073
849	93023	125855
850	93054	125640
851	93159	125524
852	93272	125420
853	93401	125337
854	93516	125235
855	93575	125058
856	93602	124839
857	93633	124627
858	93748	124525
859	93824	124372
860	93861	124168
861	93892	123955
862	93934	123758
863	93965	123547
864	94008	123352
865	94107	123230
866	94151	123037
867	94180	122825
868	94209	122613
869	94317	122504
870	94363	122315
871	94393	122105
872	94508	122005
873	94556	121820
874	94586	121611
875	94697	121507
876	94734	121308
877	94771	121109
878	94888	121012
879	95024	120940
880	95069	120751
881	95100	120546
882	95211	120443
883	95336	120356
884	95374	120161
885	95404	119955
886	95434	119750
887	95557	119662
888	95674	119566
889	95712	119371
890	95784	119219
891	95908	119133
892	95952	118947
893	96089	118875
894	96201	118774
895	96238	118579
896	96266	118374
897	96373	118266
898	96501	118184
899	96537	117990
900	96566	117787
901	96667	117672
902	96705	117482
903	96822	117387
904	96864	117200
905	96906	117014
906	96938	116817
907	96977	116629
908	97104	116546
909	97232	116465
910	97349	116370
911	97470	116280
912	97586	116185
913	97700	116086
914	97747	115907
915	97876	115828
916	97990	115728
917	98028	115541
918	98066	115354
919	98096	115156
920	98124	114958
921	98154	114761
922	98183	114565
923	98309	114481
924	98358	114308
925	98467	114205
926	98576	114101
927	98688	114001
928	98725	113815
929	98839	113718
930	98879	113535
931	98986	113430
932	99027	113249
933	99137	113148
934	99176	112966
935	99281	112858
936	99318	112673
937	99355	112490
938	99466	112390
939	99588	112301
940	99692	112194
941	99820	112112
942	99943	112025
943	99997	111861
944	100028	111672
945	100158	111593
946	100290	111516
947	100426	111443
948	100528	111333
949	100665	111261
950	100784	111169
951	100911	111087
952	101029	110994
953	101172	110929
954	101216	110754
955	101244	110564
956	101340	110447
957	101375	110264
958	101478	110155
959	101612	110080
960	101650	109900
961	101704	109738
962	101815	109639
963	101920	109533
964	101975	109372
965	102086	109272
966	102123	109093
967	102151	108905
968	102181	108719
969	102211	108533
970	102315	108426
971	102427	108329
972	102534	108225
973	102645	108125
974	102752	108022
975	102863	107922
976	102904	107749
977	103019	107653
978	103139	107564
979	103177	107388
980	103294	107295
981	103351	107140
982	103445	107023
983	103562	106930
984	103694	106852
985	103834	106783
986	103960	106699
987	104083	106611
988	104203	106521
989	104239	106345
990	104373	106269
991	104469	106154
992	104577	106051
993	104680	105944
994	104794	105848
995	104914	105757
996	105020	105652
997	105055	105476
998	105141	105352
999	105253	105253
1000	105401	105190
1001	105537	105116
1002	105678	105046
1003	105809	104966
1004	105936	104882
1005	105977	104712
1006	106083	104608
1007	106200	104515
1008	106333	104437
1009	106460	104352
1010	106574	104255
1011	106688	104158
1012	106813	104072
1013	106924	103971
1014	106962	103800
1015	107063	103691
1016	107180	103597
1017	107300	103505
1018	107337	103335
1019	107424	103211
1020	107551	103127
1021	107660	103025
1022	107766	102920
1023	107883	102826
1024	107987	102720
1025	108096	102617
1026	108214	102524
1027	108324	102423
1028	108361	102253
1029	108458	102140
1030	108579	102050
1031	108692	101951
1032	108795	101844
1033	108922	101759
1034	109032	101658
1035	109074	101493
1036	109175	101384
1037	109282	101281
1038	109397	101185
1039	109526	101101
1040	109646	101009
1041	109686	100844
1042	109795	100741
1043	109920	100654
1044	110037	100561
1045	110158	100469
1046	110280	100379
1047	110408	100294
1048	110514	100189
1049	110633	100097
1050	110737	99990
1051	110851	99892
1052	110983	99811
1053	111124	99737
1054	111239	99641
1055	111353	99542
1056	111482	99458
1057	111602	99365
1058	111724	99275
1059	111839	99178
1060	111976	99100
1061	112036	98954
1062	112163	98868
1063	112268	98762
1064	112339	98626
1065	112459	98534
1066	112574	98436
1067	112704	98352
1068	112824	98259
1069	112947	98169
1070	113067	98076
1071	113207	98000
1072	113327	97907
1073	113450	97816
1074	113573	97725
1075	113691	97630
1076	113750	97485
1077	113857	97381
1078	113985	97294
1079	114109	97204
1080	114233	97114
1081	114349	97017
1082	114470	96924
1083	114579	96821
1084	114689	96719
1085	114809	96626
1086	114923	96527
1087	115034	96425
1088	115164	96340
1089	115299	96259
1090	115415	96161
1091	115493	96033
1092	115590	95920
1093	115731	95843
1094	115868	95763
1095	115991	95671
1096	116136	95598
1097	116270	95515
1098	116310	95355
1099	116416	95249
1100	116551	95167
1101	116672	95073
1102	116786	94975
1103	116889	94866
1104	117007	94770
1105	117090	94646
1106	117200	94544
1107	117320	94449
1108	117431	94347
1109	117541	94244
1110	117649	94141
1111	117785	94058
1112	117903	93962
1113	118019	93864
1114	118059	93706
1115	118256	93673
1116	118388	93587
1117	118506	93490
1118	118631	93399
1119	118747	93301
1120	118863	93203
1121	118973	93100
1122	119098	93009
1123	119207	92905
1124	119331	92813
1125	119371	92655
1126	119491	92561
1127	119606	92462
1128	119728	92368
1129	119845	92270
1130	119970	92179
1131	120111	92099
1132	120308	92062
1133	120450	91984
1134	120585	91899
1135	120696	91797
1136	120827	91709
1137	120957	91621
1138	121077	91525
1139	121186	91421
1140	121244	91278
1141	121352	91173
1142	121467	91074
1143	121585	90976
1144	121706	90881
1145	121844	90798
1146	121906	90659
1147	122009	90550
1148	122133	90457
1149	122272	90375
1150	122387	90275
1151	122527	90193
1152	122663	90109
1153	122784	90013
1154	122908	89920
1155	123030	89825
1156	123176	89747
1157	123216	89592
1158	123331	89492
1159	123448	89393
1160	123588	89311
1161	123718	89222
1162	123838	89125
1163	123979	89044
1164	124091	88941
1165	124205	88840
1166	124311	88733
1167	124420	88628
1168	124541	88532
1169	124668	88440
1170	124789	88343
1171	124913	88249
1172	124996	88126
1173	125116	88029
1174	125249	87940
1175	125369	87843
1176	125491	87748
1177	125600	87642
1178	125727	87551
1179	125850	87455
1180	125983	87366
1181	126104	87270
1182	126227	87175
1183	126344	87075
1184	126465	86978
1185	126574	86873
1186	126704	86782
1187	126814	86678
1188	126936	86581
1189	127051	86480
1190	127166	86379
1191	127286	86281
1192	127406	86183
1193	127521	86082
1194	127638	85982
1195	127765	85888
1196	127884	85790
1197	128012	85697
1198	128156	85615
1199	128294	85529
1200	128399	85421
1201	128545	85340
1202	128678	85250
1203	128801	85154
1204	128918	85054
1205	129036	84954
1206	129154	84854
1207	129270	84753
1208	129379	84647
1209	129511	84557
1210	129630	84458
1211	129775	84375
1212	129899	84279
1213	130015	84178
1214	130138	84080
1215	130283	83998
1216	130398	83896
1217	130507	83790
1218	130636	83697
1219	130754	83596
1220	130836	83473
1221	130956	83374
1222	131076	83275
1223	131208	83184
1224	131344	83095
1225	131474	83002
1226	131608	82912
1227	131735	82817
1228	131883	82735
1229	131998	82633
1230	132123	82537
1231	132256	82445
1232	132396	82358
1233	132524	82263
1234	132662	82175
1235	132790	82080
1236	132923	81989
1237	133048	81892
1238	133169	81793
1239	133282	81689
1240	133420	81600
1241	133546	81503
1242	133680	81412
1243	133812	81320
1244	133927	81217
1245	134065	81128
1246	134198	81035
1247	134324	80938
1248	134450	80842
1249	134571	80742
1250	134700	80648
1251	134816	80545
1252	134940	80447
1253	135075	80355
1254	135204	80260
1255	135314	80154
1256	135427	80049
1257	135555	79954
1258	135675	79853
1259	135787	79748
1260	135913	79650
1261	136033	79550
1262	136159	79453
1263	136293	79360
1264	136413	79260
1265	136531	79158
1266	136650	79056
1267	136782	78962
1268	136901	78861
1269	137021	78760
1270	137158	78669
1271	137276	78567
1272	137401	78469
1273	137527	78371
1274	137654	78274
1275	137784	78178
1276	137910	78081
1277	138035	77982
1278	138168	77888
1279	138298	77792
1280	138419	77691
1281	138516	77577
1282	138633	77474
1283	138754	77373
1284	138869	77269
1285	138984	77165
1286	139101	77062
1287	139241	76971
1288	139363	76871
1289	139479	76767
1290	139595	76663
1291	139714	76561
1292	139831	76458
1293	139969	76366
1294	140102	76271
1295	140225	76171
1296	140345	76069
1297	140458	75964
1298	140603	75876
1299	140735	75780
1300	140860	75681
1301	140986	75582
1302	141104	75479
1303	141230	75380
1304	141350	75278
1305	141467	75174
1306	141599	75079
1307	141746	74991
1308	141876	74894
1309	142018	74803
1310	142155	74710
1311	142272	74606
1312	142401	74508
1313	142531	74411
1314	142654	74310
1315	142766	74203
1316	142901	74109
1317	143017	74004
1318	143155	73910
1319	143291	73817
1320	143425	73721
1321	143543	73617
1322	143680	73523
1323	143797	73419
1324	143910	73313
1325	144031	73210
1326	144153	73108
1327	144300	73019
1328	144428	72920
1329	144564	72825
1330	144711	72736
1331	144848	72641
1332	144985	72546
1333	145113	72448
1334	145239	72347
1335	145368	72248
1336	145508	72155
1337	145649	72062
1338	145763	71956
1339	145884	71853
1340	146013	71754
1341	146127	71647
1342	146234	71538
1343	146352	71433
1344	146477	71332
1345	146610	71235
1346	146733	71133
1347	146861	71033
1348	146980	70929
1349	147107	70829
1350	147243	70733
1351	147364	70630
1352	147495	70531
1353	147632	70436
1354	147768	70339
1355	147889	70236
1356	148003	70130
1357	148112	70020
1358	148245	69923
1359	148384	69827
1360	148520	69731
1361	148656	69634
1362	148791	69538
1363	148922	69438
1364	149040	69333
1365	149170	69234
1366	149288	69129
1367	149340	68993
1368	149453	68886
1369	149591	68790
1370	149728	68693
1371	149858	68594
1372	149982	68491
1373	150122	68396
1374	150252	68296
1375	150385	68197
1376	150517	68098
1377	150630	67991
1378	150745	67884
1379	150864	67779
1380	150985	67675
1381	151103	67570
1382	151245	67475
1383	151394	67383
1384	151532	67286
1385	151650	67181
1386	151776	67079
1387	151903	66977
1388	152032	66876
1389	152158	66774
1390	152288	66673
1391	152426	66576
1392	152553	66475
1393	152673	66370
1394	152791	66264
1395	152927	66166
1396	153056	66065
1397	153180	65961
1398	153293	65853
1399	153431	65756
1400	153562	65656
1401	153710	65562
1402	153834	65459
1403	153970	65360
1404	154096	65257
1405	154233	65159
1406	154354	65055
1407	154487	64954
1408	154613	64852
1409	154737	64748
1410	154864	64645
1411	154992	64543
1412	155131	64446
1413	155270	64348
1414	155374	64236
1415	155493	64130
1416	155620	64027
1417	155746	63924
1418	155849	63811
1419	155955	63700
1420	156082	63597
1421	156219	63498
1422	156347	63396
1423	156484	63297
1424	156622	63198
1425	156733	63088
1426	156867	62988
1427	156990	62884
1428	157116	62780
1429	157252	62681
1430	157392	62582
1431	157526	62482
1432	157674	62387
1433	157808	62287
1434	157953	62190
1435	158095	62093
1436	158235	61994
1437	158380	61898
1438	158519	61799
1439	158656	61699
1440	158777	61593
1441	158908	61491
1442	159053	61395
1443	159181	61291
1444	159299	61184
1445	159413	61075
1446	159540	60971
1447	159670	60868
1448	159798	60765
1449	159938	60666
1450	160066	60562
1451	160206	60463
1452	160330	60358
1453	160463	60256
1454	160588	60151
1455	160720	60049
1456	160853	59947
1457	160983	59844
1458	161105	59738
1459	161245	59638
1460	161388	59540
1461	161515	59436
1462	161643	59332
1463	161770	59227
1464	161896	59122
1465	162037	59023
1466	162174	58922
1467	162299	58817
1468	162446	58719
1469	162579	58617
1470	162697	58509
1471	162835	58408
1472	162968	58305
1473	163077	58194
1474	163223	58096
1475	163348	57991
1476	163486	57889
1477	163616	57786
1478	163752	57684
1479	163879	57579
1480	164005	57473
1481	164141	57372
1482	164283	57272
1483	164420	57170
1484	164551	57066
1485	164672	56959
1486	164806	56856
1487	164936	56752
1488	165077	56651
1489	165228	56554
1490	165362	56451
1491	165488	56345
1492	165619	56241
1493	165768	56143
1494	165912	56044
1495	166058	55944
1496	166213	55848
1497	166355	55748
1498	166486	55643
1499	166609	55536
1500	166736	55430
1501	166941	55350
1502	167081	55249
1503	167220	55147
1504	167363	55046
1505	167508	54946
1506	167636	54840
1507	167787	54742
1508	167930	54641
1509	168054	54534
1510	168197	54433
1511	168337	54331
1512	168474	54228
1513	168609	54124
1514	168756	54024
1515	168881	53917
1516	169030	53818
1517	169170	53715
1518	169301	53610
1519	169439	53507
1520	169558	53398
1521	169673	53287
1522	169800	53180
1523	169941	53078
1524	170071	52973
1525	170207	52869
1526	170343	52765
1527	170482	52662
1528	170618	52558
1529	170752	52453
1530	170889	52349
1531	171008	52240
1532	171138	52134
1533	171281	52032
1534	171422	51929
1535	171545	51820
1536	171678	51715
1537	171812	51610
1538	171943	51504
1539	172074	51398
1540	172208	51293
1541	172340	51187
1542	172468	51080
1543	172603	50976
1544	172747	50873
1545	172876	50767
1546	172996	50657
1547	173133	50553
1548	173270	50448
1549	173411	50345
1550	173549	50240
1551	173686	50136
1552	173821	50031
1553	173957	49926
1554	174074	49815
1555	174210	49710
1556	174333	49601
1557	174459	49493
1558	174587	49386
1559	174725	49281
1560	174853	49173
1561	174983	49067
1562	175117	48961
1563	175252	48855
1564	175385	48749
1565	175513	48641
1566	175649	48536
1567	175766	48425
1568	175909	48321
1569	176039	48214
1570	176170	48107
1571	176298	47999
1572	176413	47888
1573	176556	47784
1574	176691	47678
1575	176804	47566
1576	176939	47460
1577	177063	47351
1578	177181	47241
1579	177319	47135
1580	177441	47025
1581	177562	46915
1582	177681	46805
1583	177812	46698
1584	177955	46593
1585	178092	46488
1586	178228	46381
1587	178369	46277
1588	178512	46172
1589	178658	46069
1590	178779	45958
1591	178899	45848
1592	179025	45739
1593	179165	45634
1594	179300	45527
1595	179425	45418
1596	179555	45310
1597	179701	45206
1598	179827	45097
1599	179954	44988
1600	180078	44878
1601	180234	44777
1602	180365	44669
1603	180501	44562
1604	180646	44458
1605	180786	44352
1606	180930	44247
1607	181069	44141
1608	181210	44035
1609	181348	43929
1610	181481	43821
1611	181611	43712
1612	181750	43606
1613	181877	43497
1614	181999	43386
1615	182133	43279
1616	182275	43173
1617	182388	43060
1618	182523	42953
1619	182670	42848
1620	182809	42741
1621	182947	42635
1622	183089	42529
1623	183222	42420
1624	183344	42310
1625	183474	42201
1626	183605	42092
1627	183746	41986
1628	183884	41879
1629	184014	41770
1630	184133	41658
1631	184270	41551
1632	184387	41439
1633	184513	41329
1634	184649	41221
1635	184794	41115
1636	184925	41006
1637	185054	40897
1638	185201	40791
1639	185338	40684
1640	185484	40578
1641	185613	40468
1642	185747	40360
1643	185894	40254
1644	186033	40146
1645	186155	40035
1646	186283	39926
1647	186427	39819
1648	186573	39713
1649	186677	39598
1650	186780	39483
1651	186907	39372
1652	187010	39257
1653	187130	39145
1654	187256	39035
1655	187398	38928
1656	187513	38815
1657	187653	38707
1658	187788	38599
1659	187922	38490
1660	188069	38383
1661	188203	38274
1662	188329	38164
1663	188463	38055
