iter	RMSE
374	0.1469878286
375	0.1467636118
376	0.1465829366
377	0.1463936106
378	0.1462145595
379	0.14602326
380	0.1458083704
381	0.1456080994
382	0.1454295247
383	0.1452293498
384	0.1450369718
385	0.1448724809
386	0.1446861862
387	0.144448156
388	0.1442557083
389	0.1440467969
390	0.1439028837
391	0.1436877847
392	0.1435174099
393	0.1433765086
394	0.1431630265
395	0.1430257643
396	0.1428367954
397	0.1426565748
398	0.1424622362
399	0.1422684017
400	0.1421131561
401	0.1419242189
402	0.1417582926
403	0.1415779381
404	0.1414026224
405	0.1412196712
406	0.1409892816
407	0.1407713685
408	0.1406046071
409	0.1404175798
410	0.1402861791
411	0.1400990629
412	0.1399246407
413	0.1397716031
414	0.1396221552
415	0.1394559746
416	0.1392930739
417	0.1391284626
418	0.1389188338
419	0.1387443904
420	0.1385706841
421	0.1384154924
422	0.1382861685
423	0.1381392693
424	0.1379621221
425	0.1378266472
426	0.1376368758
427	0.1374551147
428	0.1373103278
429	0.1371588873
430	0.1370206404
431	0.1368624628
432	0.1367085863
433	0.1365608542
434	0.1364420869
435	0.1362918092
436	0.1361773019
437	0.1360262291
438	0.1358657578
439	0.1357076805
440	0.1355959264
441	0.1354339453
442	0.1352813933
443	0.135150428
444	0.134994503
445	0.1348469111
446	0.1346866035
447	0.1345093007
448	0.1343630077
449	0.1342069
450	0.1340885808
451	0.1339882185
452	0.1338623696
453	0.1337281519
454	0.1336148849
455	0.1334464333
456	0.1333145726
457	0.1331961225
458	0.1330820934
459	0.1329167907
460	0.1327833715
461	0.1326589714
462	0.132508692
463	0.1323774886
464	0.1322483477
465	0.132131655
466	0.1320079809
467	0.1319046646
468	0.13179429
469	0.1316614537
470	0.1315290462
471	0.1313897275
472	0.131258578
473	0.1311331808
474	0.1310009107
475	0.1308758543
476	0.1307594281
477	0.1306239468
478	0.1305106517
479	0.1303819497
480	0.1302426523
481	0.130133709
482	0.1300135173
483	0.129896757
484	0.1297845479
485	0.1296479343
486	0.1295067298
487	0.129367125
488	0.1292463952
489	0.1291188578
490	0.1290008789
491	0.1288720378
492	0.1287617709
493	0.1286526571
494	0.1285269694
495	0.1284166316
496	0.1282930608
497	0.1281684762
498	0.1280511154
499	0.127929158
500	0.1278148306
501	0.1277084188
502	0.1275992045
503	0.1274809701
504	0.1273681091
505	0.1272469693
506	0.1271214694
507	0.1270082397
508	0.1269128872
509	0.1268125557
510	0.1267097461
511	0.1266025182
512	0.1264956791
513	0.1264040492
514	0.1263312337
515	0.1262358371
516	0.1261156744
517	0.1259990512
518	0.1258889101
519	0.1258062715
520	0.1256940974
521	0.1255851336
522	0.1254735177
523	0.1253529483
524	0.1252588766
525	0.1251940295
526	0.1250920413
527	0.1249671811
528	0.1248640063
529	0.1247373804
530	0.1246381333
531	0.1245329996
532	0.1244261807
533	0.1243097088
534	0.1242107746
535	0.1240859528
536	0.1239999204
537	0.1239053099
538	0.1238012147
539	0.1236976541
540	0.1235842915
541	0.1235081302
542	0.1233994849
543	0.1232928835
544	0.1231766625
545	0.1230825058
546	0.1230070071
547	0.1228978243
548	0.1228068329
549	0.1227213977
550	0.1226439404
551	0.1225518038
552	0.1224815394
553	0.1223982526
554	0.1222940602
555	0.1221741993
556	0.1221017158
557	0.1219853382
558	0.1218852197
559	0.1218122883
560	0.1217366436
561	0.1216253032
562	0.1215554663
563	0.1214420394
564	0.121387915
565	0.1212875224
566	0.1211912861
567	0.1210925827
568	0.1210097358
569	0.1209334183
570	0.12084279
571	0.1207781103
572	0.1206882103
573	0.1205884092
574	0.1205146818
575	0.1204356204
576	0.1203421757
577	0.1202785991
578	0.1201952053
579	0.1200948031
580	0.1200271534
581	0.1199451732
582	0.1199170295
583	0.1198276479
584	0.1197358026
585	0.1196416938
586	0.1195585399
587	0.1195021381
588	0.1194404061
589	0.1193507002
590	0.1192624359
591	0.1191800157
592	0.1190980286
593	0.1190156189
594	0.1189296037
595	0.1188629189
596	0.1187621184
597	0.1186772918
598	0.1185940526
599	0.1185137153
600	0.1184516562
601	0.1183632683
602	0.1182769793
603	0.1181655959
604	0.118088176
605	0.1180162071
606	0.1179589181
607	0.1178825219
608	0.1178125837
609	0.1177458238
610	0.1176916423
611	0.1176119127
612	0.1175385371
613	0.1174486382
614	0.1173676317
615	0.1172768893
616	0.1172069935
617	0.1171465921
618	0.1171034988
619	0.1170337539
620	0.1169573829
621	0.116889535
622	0.1168170251
623	0.1167498559
624	0.1166719424
625	0.1166164895
626	0.1165523275
627	0.1164731242
628	0.1163831483
629	0.116325031
630	0.1162618776
631	0.1161949995
632	0.1161249683
633	0.1160511873
634	0.1159941784
635	0.1159280738
636	0.1158584874
637	0.1157902197
638	0.1157167072
639	0.1156575081
640	0.1155757078
641	0.1154745595
642	0.1154025398
643	0.1153349545
644	0.1152695372
645	0.1151960179
646	0.1151183396
647	0.1150643095
648	0.1150057525
649	0.1149529757
650	0.1148814956
651	0.1148244755
652	0.1147731535
653	0.1147006208
654	0.1146264286
655	0.1145550671
656	0.1144789851
657	0.1144134186
658	0.1143516467
659	0.1143005869
660	0.1142197721
661	0.1141513431
662	0.1140963227
663	0.1140302202
664	0.1139750179
665	0.1139250646
666	0.1138457043
667	0.1137787862
668	0.1137197151
669	0.1136501221
670	0.1135793075
671	0.1135329222
672	0.1134701992
673	0.1134047746
674	0.1133514304
675	0.113284513
676	0.1132233141
677	0.1131689155
678	0.1131132495
679	0.1130456214
680	0.1129697387
681	0.1129023857
682	0.1128453793
683	0.1127937087
684	0.1127524101
685	0.1126724824
686	0.1125980904
687	0.1125473695
688	0.1125000093
689	0.112437179
690	0.1123871441
691	0.1123173261
692	0.1122723736
693	0.1121988705
694	0.1121260341
695	0.1120803336
696	0.1120232035
697	0.11196579
698	0.1119125203
699	0.1118455406
700	0.1117666159
701	0.1116695803
702	0.1116161524
703	0.1115651901
704	0.111481146
705	0.1114125311
706	0.1113612476
707	0.1112952518
708	0.1112491414
709	0.1112032906
710	0.1111489675
711	0.1111074202
712	0.1110474253
713	0.1109919981
714	0.1109323679
715	0.1108777661
716	0.1108435254
717	0.1107848456
718	0.1107281046
719	0.1106779228
720	0.1106298846
721	0.1105661991
722	0.1105246619
723	0.1104547909
724	0.1104012561
725	0.110334443
726	0.1103091393
727	0.1102788892
728	0.1102282362
729	0.1101691027
730	0.1101136539
731	0.1100624522
732	0.1100283503
733	0.1099755215
734	0.1099326377
735	0.1098773457
736	0.1098095021
737	0.1097544412
738	0.1097014982
739	0.1096382961
740	0.1095824743
741	0.1095268189
742	0.1094681375
743	0.1094177755
744	0.1093650265
745	0.1093190381
746	0.1092646249
747	0.1092103345
748	0.1091620964
749	0.1091476835
750	0.109120091
751	0.1090539142
752	0.1089722474
753	0.1089190232
754	0.1088737655
755	0.1088122287
756	0.1087627749
757	0.1086964414
758	0.1086479262
759	0.1086012576
760	0.1085589558
761	0.1085037853
762	0.1084548016
763	0.1083907681
764	0.1083112872
765	0.1082600358
766	0.1082099322
767	0.1081659279
768	0.1081172266
769	0.1080693732
770	0.1080205868
771	0.1079790661
772	0.1079136973
773	0.1078444275
774	0.1078141932
775	0.107773311
776	0.1077046937
777	0.1076761475
778	0.1076254016
779	0.1075650521
780	0.1075260014
781	0.1074621624
782	0.1074148343
783	0.1073698297
784	0.1073264845
785	0.1072791713
786	0.1072343826
787	0.1071891734
788	0.10713431
789	0.1070802168
790	0.1070350434
791	0.1069851591
792	0.1069373238
793	0.1068831674
794	0.1068449174
795	0.1067863479
796	0.1067246513
797	0.1066839998
798	0.1066567156
799	0.1066118398
800	0.1065710959
801	0.1065223518
802	0.1064698604
803	0.1064281951
804	0.1063766444
805	0.1063361625
806	0.1062853915
807	0.1062215658
808	0.1061707763
809	0.1061319328
810	0.1060930195
811	0.1060416982
812	0.1060039984
813	0.1059617947
814	0.1059131948
815	0.1058659696
816	0.1058129194
817	0.1057599188
818	0.1056991821
819	0.1056584429
820	0.1056127621
821	0.1055676577
822	0.1055129847
823	0.1054769164
824	0.1054760363
825	0.1054290342
826	0.1054218573
827	0.1053945061
828	0.1053455052
829	0.1052916315
830	0.1052577316
831	0.1052059571
832	0.1051598956
833	0.105120995
834	0.1050759944
835	0.1050276939
836	0.1049796153
837	0.1049596785
838	0.1048845615
839	0.104839952
840	0.1047947235
841	0.1047359845
842	0.1046948403
843	0.1046490715
844	0.1046302581
845	0.1045858308
846	0.1045330159
847	0.1044952867
848	0.1044652246
849	0.1044151145
850	0.1043549585
851	0.104310672
852	0.1042992701
853	0.1042603372
854	0.104206609
855	0.1041579751
856	0.1041086226
857	0.1040833286
858	0.1040513637
859	0.1040290453
860	0.1040173497
861	0.1039501519
862	0.1039076003
863	0.1038791775
864	0.1038758521
865	0.1038420004
866	0.1037991271
867	0.1037608919
868	0.1037059048
869	0.1036765597
870	0.1036466035
871	0.1036300258
872	0.1035713225
873	0.103518163
874	0.1034873946
875	0.103436476
876	0.1033982418
877	0.1033394912
878	0.1033176982
879	0.1032775502
880	0.1032357175
881	0.1031964195
882	0.1031756291
883	0.1031388093
884	0.1030849859
885	0.1030442773
886	0.1030093816
887	0.1029660305
888	0.1029036013
889	0.1028841309
890	0.1028524384
891	0.1028098007
892	0.1027757894
893	0.1027315038
894	0.1026906187
895	0.102666412
896	0.102607781
897	0.1025650608
898	0.1025252683
899	0.1024686264
900	0.1024080965
901	0.1023578223
902	0.1023052349
903	0.1022756767
904	0.1022385195
905	0.102208573
906	0.1021903191
907	0.1021509457
908	0.1021138099
909	0.1020770591
910	0.1020510768
911	0.1020202533
912	0.1019753546
913	0.1019378207
914	0.1019045797
915	0.1018564784
916	0.1018214623
917	0.1017864637
918	0.1017399889
919	0.1017002738
920	0.1016549232
921	0.101609759
922	0.1016087698
923	0.1015684675
924	0.1015260736
925	0.1015080204
926	0.1014618247
927	0.1014172086
928	0.1013820611
929	0.1013451669
930	0.1012837111
931	0.1012538822
932	0.1012212928
933	0.1011641193
934	0.1011150399
935	0.1010602132
936	0.1010044387
937	0.1009578705
938	0.1009199894
939	0.1009080162
940	0.1008641448
941	0.1008457645
942	0.1008147611
943	0.100809801
944	0.1007516113
945	0.1007204906
946	0.1006875205
947	0.1006550371
948	0.1006239227
949	0.1005926035
950	0.1005794501
951	0.100537115
952	0.1005258886
953	0.100474647
954	0.1004237677
955	0.1003744157
956	0.1003410558
957	0.1002896304
958	0.1002335234
959	0.1001877566
960	0.1001656916
961	0.1001391742
962	0.1001129565
963	0.1000873969
964	0.1000343045
965	0.1000024472
966	0.0999863708
967	0.09994939883
968	0.099923024
969	0.09988671202
970	0.09987652298
971	0.09984036126
972	0.09979965744
973	0.09977310586
974	0.09973860261
975	0.09970062687
976	0.0996487806
977	0.09961063419
978	0.0995808954
979	0.09958048907
980	0.09954828483
981	0.09951514293
982	0.09950274466
983	0.09948581996
984	0.09943615925
985	0.0994267944
986	0.09939582075
987	0.09938799256
988	0.09936059868
989	0.09935035148
990	0.09930644223
991	0.09927343304
992	0.09926425161
993	0.09925441206
994	0.09922228807
995	0.09919458749
996	0.09916632101
997	0.09912772735
998	0.09909779779
999	0.09906161461
1000	0.0990366548
1001	0.09897671704
1002	0.09893875549
1003	0.09892126385
1004	0.09891308525
1005	0.09888917083
1006	0.09884145945
1007	0.0987862391
1008	0.09874302978
1009	0.09870858747
1010	0.09867989772
1011	0.09864074512
1012	0.09862038899
1013	0.09857913501
1014	0.09854440036
1015	0.0984871613
1016	0.0984434433
1017	0.09841401145
1018	0.09840348311
1019	0.09837877292
1020	0.09835056104
1021	0.09830336202
1022	0.09829213934
1023	0.09825407157
1024	0.09823953618
1025	0.09821588474
1026	0.09819472973
1027	0.09816821996
1028	0.0981316178
1029	0.09812958261
1030	0.09811076995
1031	0.09810667802
1032	0.09809813749
1033	0.09806098694
1034	0.09805250616
1035	0.09805230796
1036	0.09801257946
1037	0.09797342678
1038	0.09792618559
1039	0.09788838344
1040	0.0978836037
1041	0.09785163745
1042	0.09783343539
1043	0.09782942651
1044	0.09779628591
1045	0.09778170945
1046	0.09774031058
1047	0.09770750303
1048	0.09767975861
1049	0.09766712157
1050	0.09765947759
1051	0.0976272507
1052	0.09761548522
1053	0.09761126815
1054	0.09757391704
1055	0.09753316963
1056	0.09749130982
1057	0.09745934665
1058	0.09739984683
1059	0.09736027032
1060	0.09732370069
1061	0.09726955106
1062	0.09724050542
1063	0.09722918522
1064	0.09720426081
1065	0.09719847496
1066	0.09717117606
1067	0.09713172049
1068	0.09710825038
1069	0.09705708444
1070	0.09700801482
1071	0.0969967082
1072	0.09695343908
1073	0.09692535519
1074	0.09691359279
1075	0.09685871208
1076	0.09682433202
1077	0.09680261071
1078	0.09678291048
1079	0.0967814505
1080	0.0967741424
1081	0.09674430634
1082	0.09671410198
1083	0.09667237634
1084	0.09666347859
1085	0.09663491006
1086	0.09661108206
1087	0.09657648209
1088	0.0965617674
1089	0.09653745277
1090	0.09652430576
1091	0.09652038664
1092	0.09648572562
1093	0.09647041645
1094	0.09645703687
1095	0.09642016407
1096	0.09640563786
1097	0.09636976101
1098	0.0963619781
1099	0.09636112662
1100	0.0963540642
1101	0.09631449449
1102	0.0962747824
1103	0.09624332239
1104	0.09621859158
1105	0.09619607455
1106	0.0961752253
1107	0.09614799985
1108	0.09610078053
1109	0.09608075385
1110	0.09606189159
1111	0.09605266393
1112	0.09603986102
1113	0.09603390965
1114	0.09602884894
1115	0.09599194507
1116	0.09598019714
1117	0.09596713723
1118	0.09594651876
1119	0.09593334348
1120	0.09590562191
1121	0.09589789215
1122	0.0958671271
1123	0.09583010315
1124	0.09582730492
1125	0.0957943896
1126	0.09578273355
1127	0.0957745767
1128	0.09572697857
1129	0.09572395012
1130	0.0957143942
1131	0.09568021179
1132	0.0956377327
1133	0.09561194853
1134	0.09558601273
1135	0.09553145285
1136	0.0955205237
1137	0.09551470836
1138	0.09550611042
1139	0.09550465336
1140	0.0955013165
1141	0.09546650562
1142	0.09546048409
1143	0.09545479916
1144	0.09544762406
1145	0.09542062044
1146	0.09536177565
1147	0.09533645795
1148	0.09531939733
1149	0.09531231599
1150	0.09531007579
1151	0.09529798874
1152	0.09528505904
1153	0.09527540147
1154	0.09523367889
1155	0.09521964016
1156	0.09521306783
1157	0.09517690443
1158	0.09516670015
1159	0.09515771394
1160	0.09514558161
1161	0.09509558982
1162	0.095092906
1163	0.0950894278
1164	0.09502390344
1165	0.09502073058
1166	0.09501072412
1167	0.0949859773
1168	0.09498028262
1169	0.09492513846
1170	0.09487480112
1171	0.09486628265
1172	0.09485942167
1173	0.09481801948
1174	0.09481350812
1175	0.0948071583
1176	0.09479629073
1177	0.09478495995
1178	0.09477627774
1179	0.09475352473
1180	0.09474875193
1181	0.09474265339
1182	0.09473043371
1183	0.09471897942
1184	0.09470874319
1185	0.09468572618
1186	0.09465739483
1187	0.09464493557
1188	0.09462708667
1189	0.09460286033
1190	0.09459892197
1191	0.09456978319
1192	0.09453458702
1193	0.09450467693
1194	0.09447030915
1195	0.09446520486
1196	0.09441826808
1197	0.09441293691
1198	0.09439271492
1199	0.0943374736
1200	0.09431177863
1201	0.09430732977
1202	0.09430004008
1203	0.09424645626
1204	0.09422297115
1205	0.09418307601
1206	0.09416794139
1207	0.09413199369
1208	0.09412574393
1209	0.09409357149
1210	0.09408267427
1211	0.09406609725
1212	0.09404708459
1213	0.09401858965
1214	0.0939901827
1215	0.09398079406
1216	0.0939747511
1217	0.09396486127
1218	0.0939515755
1219	0.09394625497
1220	0.0939138796
1221	0.09390887649
1222	0.09386830232
1223	0.09386373353
1224	0.09386182546
1225	0.09382404895
1226	0.09378645324
1227	0.09378001933
1228	0.09377155199
1229	0.09374533194
1230	0.09373481948
1231	0.09372941661
1232	0.09371441479
1233	0.09368865703
1234	0.09365208017
1235	0.09363862288
1236	0.09363302997
1237	0.09363127313
1238	0.09361147709
1239	0.09360891943
1240	0.09355143012
1241	0.09353967661
1242	0.09351045917
1243	0.09345386761
1244	0.09345271961
1245	0.09343378137
1246	0.09340926178
1247	0.0933999015
1248	0.09334036202
1249	0.09333691263
1250	0.09332871001
1251	0.09332622418
1252	0.09328934262
1253	0.09328160863
1254	0.09325878047
1255	0.09319690525
1256	0.09318984838
1257	0.0931853548
1258	0.09318035824
1259	0.0931707964
1260	0.09316308135
1261	0.09315392754
1262	0.09312476991
1263	0.09307955701
1264	0.09304749437
1265	0.09301782604
1266	0.09300911717
1267	0.09298003735
1268	0.09297567754
1269	0.09297139218
1270	0.09296207599
1271	0.0929540008
1272	0.09294513871
1273	0.0929095717
1274	0.09287650724
1275	0.09280990346
1276	0.09278138364
1277	0.0927559655
1278	0.09274958224
1279	0.09272507956
1280	0.09270578589
1281	0.09265559859
1282	0.09265079753
1283	0.09264809887
1284	0.09263399397
1285	0.0926054633
1286	0.09259117307
1287	0.09258477163
1288	0.0925797865
1289	0.09253727606
1290	0.09250273417
1291	0.09249878537
1292	0.09249455595
1293	0.09247950083
1294	0.09247249711
1295	0.09246174554
1296	0.09241174963
1297	0.09239515658
1298	0.09238605458
1299	0.09238268374
1300	0.09237907934
1301	0.09233044788
1302	0.09232156851
1303	0.09231626684
1304	0.09226776062
1305	0.09226217721
1306	0.09222391811
1307	0.092219407
1308	0.09221123021
1309	0.09220276666
1310	0.0921939658
1311	0.0921832351
1312	0.09215120287
1313	0.0921391544
1314	0.09213077674
1315	0.09212165911
1316	0.09211193631
1317	0.09210550083
1318	0.09204682888
1319	0.09201806813
1320	0.09199257412
1321	0.09196744556
1322	0.09196357363
1323	0.09196006846
1324	0.09195558992
1325	0.09193113942
1326	0.09191006591
1327	0.09185742758
1328	0.09185408404
1329	0.0918477352
1330	0.09180997565
1331	0.09178661124
1332	0.09176779775
1333	0.09175344655
1334	0.0917485892
1335	0.09167541806
1336	0.0916718643
1337	0.0916565203
1338	0.09161212055
1339	0.09158355818
1340	0.0915796304
1341	0.09155927405
1342	0.09155414138
1343	0.09154683794
1344	0.0915448663
1345	0.09153559395
1346	0.09147569629
1347	0.09146454373
1348	0.09145497809
1349	0.09145127117
1350	0.09144236192
1351	0.09141800381
1352	0.09141464306
1353	0.09136934413
1354	0.09132457951
1355	0.09131793698
1356	0.09130920513
1357	0.09130004366
1358	0.09129325097
1359	0.0912636896
1360	0.09123311964
1361	0.09122583608
1362	0.09121949699
1363	0.09116563085
1364	0.09111541176
1365	0.0911130743
1366	0.09110675514
1367	0.09107518829
1368	0.09102232646
1369	0.09102092629
1370	0.09101312623
1371	0.09099417333
1372	0.09096810285
1373	0.0909646283
1374	0.09096059456
1375	0.09093617978
1376	0.09092764255
1377	0.09092339802
1378	0.09089105271
1379	0.09088068285
1380	0.09087543428
1381	0.09084886168
1382	0.09082685452
1383	0.09080816459
1384	0.09079441965
1385	0.09079145773
1386	0.09077770149
1387	0.09072579657
1388	0.09071592182
1389	0.09070678611
1390	0.09069846796
1391	0.09064716424
1392	0.09064386261
1393	0.09063552965
1394	0.0906237881
1395	0.0906215328
1396	0.09061585091
1397	0.09060524713
1398	0.09060242556
1399	0.09052809695
1400	0.0905184749
1401	0.09048587459
1402	0.09048190918
1403	0.09042330555
1404	0.09037100438
1405	0.09036647569
1406	0.09036367714
1407	0.09032030612
1408	0.09031311092
1409	0.09025406615
1410	0.09024787082
1411	0.0902009418
1412	0.09019327973
1413	0.09016069272
1414	0.09015547897
1415	0.09015022516
1416	0.09012062308
1417	0.0900980177
1418	0.09009014502
1419	0.09008849551
1420	0.09008220635
1421	0.0900574897
1422	0.09001995172
1423	0.09001677161
1424	0.09000732947
1425	0.08999764007
1426	0.08999173177
1427	0.08996187468
1428	0.08995795563
1429	0.08993989764
1430	0.08993641917
1431	0.08993192906
1432	0.08992436877
1433	0.08991956957
1434	0.08991160923
1435	0.08990036869
1436	0.08989678225
1437	0.08989255959
1438	0.08988929221
1439	0.08988723957
1440	0.08986194133
1441	0.08985707974
1442	0.08984734388
1443	0.08984292968
1444	0.08983871068
1445	0.089831168
1446	0.0898286447
1447	0.08982311984
1448	0.08978975139
1449	0.08978719098
1450	0.08978338258
1451	0.08977945023
1452	0.08976924967
1453	0.08976142718
1454	0.08971638362
1455	0.08971014802
1456	0.08966381509
1457	0.08965991636
1458	0.0896140414
1459	0.08959771098
1460	0.08954878747
1461	0.08954407252
1462	0.08954267514
1463	0.08950985914
1464	0.08950155204
1465	0.08947081648
1466	0.08945574815
1467	0.08944348044
1468	0.08941324035
1469	0.08939506143
1470	0.089343895
1471	0.08934110566
1472	0.08933878708
1473	0.08933171667
1474	0.08932951903
1475	0.08929915149
1476	0.089289823
1477	0.0892877801
1478	0.08928458496
1479	0.08928095444
1480	0.08927639105
1481	0.08926923046
1482	0.08926774023
1483	0.08923454479
1484	0.0892324315
1485	0.08922904311
1486	0.08922651949
1487	0.08922437091
1488	0.08922151056
1489	0.08917623521
1490	0.08917228096
1491	0.08913696851
1492	0.08913498212
1493	0.08911539178
1494	0.08910698523
1495	0.08910308796
1496	0.08910117488
1497	0.08909747868
1498	0.08909499583
1499	0.08909049206
1500	0.08908901181
1501	0.08905977836
1502	0.08903984375
1503	0.0890226037
1504	0.08902076088
1505	0.0889915517
